1;-1;0;0;0;0;0;0;0;0;0;0;0;0
2;-1;0;0;0;0;0;0;0;0;0;0;0;0
3;-1;0;0;0;0;0;0;0;0;0;0;0;0
4;-1;0;0;0;0;0;0;0;0;0;0;0;0
5;-1;0;0;0;0;0;0;0;0;0;0;0;0
6;-1;0;0;0;0;0;0;0;0;0;0;0;0
7;-1;0;0;0;0;0;0;0;0;0;0;0;0
8;-1;0;0;0;0;0;0;0;0;0;0;0;0
9;-1;0;0;0;0;0;0;0;0;0;0;0;0
10;-1;0;0;0;0;0;0;0;0;0;0;0;0
11;-1;0;0;0;0;0;0;0;0;0;0;0;0
12;-1;0;0;0;0;0;0;0;0;0;0;0;0
13;-1;0;0;0;0;0;0;0;0;0;0;0;0
14;-1;0;0;0;0;0;0;0;0;0;0;0;0
15;-1;0;0;0;0;0;0;0;0;0;0;0;0
17;-1;0;0;0;0;0;0;0;0;0;0;0;0
16;-1;0;0;0;0;0;0;0;0;0;0;0;0
18;-1;0;0;0;0;0;0;0;0;0;0;0;0
27;-1;0;0;0;0;0;0;0;0;0;0;0;0
32;-1;0;0;0;0;0;0;0;0;0;0;0;0
51;-1;0;0;0;0;0;0;0;0;0;0;0;0
50;-1;0;0;0;0;0;0;0;0;0;0;0;0
49;-1;0;0;0;0;0;0;0;0;0;0;0;0
55;-1;0;0;0;0;0;0;0;0;0;0;0;0
54;-1;0;0;0;0;0;0;0;0;0;0;0;0
53;-1;0;0;0;0;0;0;0;0;0;0;0;0
52;-1;0;0;0;0;0;0;0;0;0;0;0;0
59;-1;0;0;0;0;0;0;0;0;0;0;0;0
58;-1;0;0;0;0;0;0;0;0;0;0;0;0
57;-1;0;0;0;0;0;0;0;0;0;0;0;0
56;-1;0;0;0;0;0;0;0;0;0;0;0;0
63;-1;0;0;0;0;0;0;0;0;0;0;0;0
62;-1;0;0;0;0;0;0;0;0;0;0;0;0
61;-1;0;0;0;0;0;0;0;0;0;0;0;0
60;-1;0;0;0;0;0;0;0;0;0;0;0;0
69;-1;0;0;0;0;0;0;0;0;0;0;0;0
70;-1;0;0;0;0;0;0;0;0;0;0;0;0
71;-1;0;0;0;0;0;0;0;0;0;0;0;0
64;-1;0;0;0;0;0;0;0;0;0;0;0;0
65;-1;0;0;0;0;0;0;0;0;0;0;0;0
76;-1;0;0;0;0;0;0;0;0;0;0;0;0
77;-1;0;0;0;0;0;0;0;0;0;0;0;0
72;-1;0;0;0;0;0;0;0;0;0;0;0;0
73;-1;0;0;0;0;0;0;0;0;0;0;0;0
74;-1;0;0;0;0;0;0;0;0;0;0;0;0
75;-1;0;0;0;0;0;0;0;0;0;0;0;0
88;-1;0;0;0;0;0;0;0;0;0;0;0;0
91;-1;0;0;0;0;0;0;0;0;0;0;0;0
90;-1;0;0;0;0;0;0;0;0;0;0;0;0
