1;-1;216;82;57;77;1316;0;25;421;88;0;64;5303526
2;21;240;62;0;178;2498;0;27;390;43;0;118;7902678
3;44;285;23;0;262;477;0;46;19;2;0;192;6389030
4;7;429;159;44;226;5832;0;78;1891;90;0;88;21324722
5;18;359;47;46;266;341;0;108;62;29;0;13;17475213
6;31;282;46;9;227;418;0;99;146;0;0;47;10263898
7;45;280;1;0;279;870;0;0;4;4;0;279;1103962
8;19;331;89;1;241;1470;0;62;387;34;0;95;13265847
9;25;351;42;116;193;6;0;52;2;0;0;2;19031064
10;20;746;67;498;181;15;0;97;0;0;0;13;40560018
11;42;220;15;1;204;570;0;18;101;19;0;182;3340602
12;41;240;61;0;179;1046;0;56;174;7;0;87;7779850
13;28;286;57;0;229;42;0;89;3;1;0;12;13078934
14;24;361;86;44;231;4546;0;60;320;64;0;151;12203749
15;27;346;74;7;265;2489;0;62;250;57;0;137;13589311
17;36;277;39;7;231;1551;0;26;272;73;0;189;8173896
16;38;266;32;7;227;2630;0;8;207;51;0;226;5316847
18;32;628;136;46;446;10;0;257;281;0;0;0;26233378
27;29;456;78;108;270;5;0;125;0;0;0;4;22598833
32;43;280;7;0;273;703;0;26;66;9;0;247;3004030
51;10;381;65;1;315;3371;0;92;128;28;0;62;18169108
50;-1;0;0;0;0;0;0;0;0;0;0;0;0
49;-1;0;0;0;0;0;0;0;0;0;0;0;0
55;11;445;100;0;345;2428;0;126;384;58;0;61;21146516
54;17;376;77;1;298;347;0;61;76;37;0;82;17296448
53;1;338;198;0;140;8831;0;27;1638;223;0;56;16638672
52;26;315;88;0;227;2466;0;57;716;139;0;131;11151909
59;2;503;277;6;220;6611;0;48;1900;320;0;125;22516834
58;3;484;232;0;252;4651;0;78;2235;130;0;58;24324487
57;13;860;139;407;314;5247;0;104;1327;145;0;156;41666523
56;30;350;111;0;239;1556;0;85;675;29;0;106;13137495
63;22;261;88;0;173;3504;0;31;779;39;0;117;9183457
62;40;255;31;0;224;360;0;43;38;5;0;143;6746867
61;34;306;76;0;230;1660;0;73;542;138;0;156;8848472
60;5;371;139;0;232;3663;0;63;716;228;0;144;14003756
69;8;584;211;42;331;4701;0;171;1366;196;0;121;21503415
70;39;366;82;25;259;553;0;66;384;22;0;94;13250238
71;9;470;176;9;285;3715;0;151;769;223;0;91;18486999
64;-1;0;0;0;0;0;0;0;0;0;0;0;0
65;12;771;185;114;472;45;0;210;299;0;0;2;34571069
76;16;337;105;8;224;3067;0;67;1066;73;0;144;11141571
77;14;458;132;26;300;3312;0;163;791;164;0;96;17117957
72;23;292;83;11;198;1603;0;86;595;95;0;90;10222607
73;35;276;47;6;223;848;0;87;66;34;0;101;7020202
74;15;344;68;3;273;3291;0;42;416;71;0;213;8226588
75;33;278;81;12;185;1319;0;93;235;71;0;52;10420764
88;6;560;245;26;289;5275;0;107;1129;351;0;170;17702607
91;37;377;65;16;296;1128;0;123;646;41;0;147;11178471
90;4;562;226;37;299;7801;0;130;1072;274;0;135;19234834
